TimeSliceSorted,Region,Average PV (ore/kWh),Period
01_SP_23,NO2,87.41935228495069,2040
01_SP_23,NO2,85.6129521130243,2045
01_SP_23,NO2,78.5886878786865,2050
01_SP_23,NO3,65.795671070769,2030
01_SP_23,NO3,80.699993877667,2035
01_SP_23,NO3,119.968530266442,2040
01_SP_23,NO3,121.199106115816,2045
01_SP_23,NO3,86.4883268050045,2050
01_SP_23,NO4,64.4797576493536,2030
01_SP_23,NO4,58.017228114823794,2035
01_SP_23,NO4,61.1347482886208,2040
01_SP_23,NO4,63.007697082955204,2045
01_SP_23,NO4,64.20162870808551,2050
01_SP_23,NO5,86.0366157608496,2030
01_SP_23,NO5,88.9842420899155,2035
01_SP_23,NO5,101.01242437618001,2040
01_SP_23,NO5,87.7949209703165,2045
01_SP_23,NO5,67.1870450982991,2050
01_SP_24,NO1,87.7556422511388,2030
01_SP_24,NO1,90.6729328012614,2035
01_SP_24,NO1,103.073902424673,2040
01_SP_24,NO1,89.05992425369621,2045
01_SP_24,NO1,80.3646567265192,2050
01_SP_24,NO2,89.1527004204235,2030
01_SP_24,NO2,90.4824709051409,2035
01_SP_24,NO2,87.41935228495069,2040
01_SP_24,NO2,85.0967569113301,2045
01_SP_24,NO2,78.7573635919888,2050
01_SP_24,NO3,63.4870016279992,2030
01_SP_24,NO3,77.8340279286101,2035
01_SP_24,NO3,117.592937554259,2040
01_SP_24,NO3,118.98797785191701,2045
01_SP_24,NO3,84.7285108015795,2050
01_SP_24,NO4,61.212846810775204,2030
01_SP_24,NO4,55.25567474717629,2035
01_SP_24,NO4,58.8767937970754,2040
01_SP_24,NO4,60.8827716521222,2045
01_SP_24,NO4,62.914720085915405,2050
01_SP_24,NO5,85.79667561616961,2030
01_SP_24,NO5,88.85947414523619,2035
01_SP_24,NO5,101.01242437618001,2040
01_SP_24,NO5,87.27872576862231,2045
01_SP_24,NO5,67.3557208116014,2050
02_SU_01,NO1,79.1133547446378,2030
02_SU_01,NO1,83.425245423283,2035
02_SU_01,NO1,98.9362072471112,2040
02_SU_01,NO1,86.23725511199851,2045
02_SU_01,NO1,79.54264189554911,2050
02_SU_01,NO2,85.1988575507865,2030
02_SU_01,NO2,87.9108018133505,2035
02_SU_01,NO2,89.7440168873166,2040
02_SU_01,NO2,86.35556898515969,2045
02_SU_01,NO2,79.1982700557098,2050
02_SU_01,NO3,53.9334358487402,2030
02_SU_01,NO3,70.20389984671229,2035
02_SU_01,NO3,110.87514673631799,2040
02_SU_01,NO3,115.931293645089,2045
02_SU_01,NO3,84.7285108015795,2050
02_SU_01,NO4,52.8547671317654,2030
02_SU_01,NO4,48.0615391258222,2035
02_SU_01,NO4,52.435337931857,2040
02_SU_01,NO4,58.088682874790095,2045
02_SU_01,NO4,62.914720085915405,2050
02_SU_01,NO5,77.3272338597987,2030
02_SU_01,NO5,81.7567405148173,2035
02_SU_01,NO5,97.5031483316238,2040
02_SU_01,NO5,84.5125100097585,2045
02_SU_01,NO5,66.5501462772507,2050
02_SU_02,NO1,78.0472942871302,2030
02_SU_02,NO1,82.54324969153791,2035
02_SU_02,NO1,98.0512631152643,2040
02_SU_02,NO1,85.2353772222082,2045
02_SU_02,NO1,78.4251234279674,2050
02_SU_02,NO2,85.1988575507865,2030
02_SU_02,NO2,87.9108018133505,2035
02_SU_02,NO2,89.7440168873166,2040
