TimeSliceSorted,Region,Average PV (ore/kWh),Period
01_SP_23,NO5,62.7966460520811,2030
01_SP_23,NO5,87.3760989755239,2035
01_SP_23,NO5,93.27415118873691,2040
01_SP_23,NO5,95.1133022968232,2045
01_SP_23,NO5,87.99447133181779,2050
01_SP_24,NO1,63.7760633624366,2030
01_SP_24,NO1,89.15928463596791,2035
01_SP_24,NO1,95.17770527440311,2040
01_SP_24,NO1,97.05439009912921,2045
01_SP_24,NO1,89.7902768634676,2050
01_SP_24,NO2,62.50054211450019,2030
01_SP_24,NO2,87.4319770813069,2035
01_SP_24,NO2,94.7039691942817,2040
01_SP_24,NO2,95.2748058448727,2045
01_SP_24,NO2,88.0803047033962,2050
01_SP_24,NO3,61.540713063118595,2030
01_SP_24,NO3,83.99389003721821,2035
01_SP_24,NO3,91.4086681370825,2040
01_SP_24,NO3,94.3239930720519,2045
01_SP_24,NO3,84.36723276768019,2050
01_SP_24,NO4,60.309898812535096,2030
01_SP_24,NO4,82.3140122777786,2035
01_SP_24,NO4,90.8019094657895,2040
01_SP_24,NO4,94.3239929070114,2045
01_SP_24,NO4,82.6798881558155,2050
01_SP_24,NO5,62.7966460520171,2030
01_SP_24,NO5,87.3760989753049,2035
01_SP_24,NO5,93.2741511883612,2040
01_SP_24,NO5,95.11330229532601,2045
01_SP_24,NO5,87.9944713244513,2050
02_SU_01,NO1,59.8189277085914,2030
02_SU_01,NO1,82.4933559846953,2035
02_SU_01,NO1,85.8160325314646,2040
02_SU_01,NO1,82.21345417753011,2045
02_SU_01,NO1,67.1361759453807,2050
02_SU_01,NO2,60.991586374304305,2030
02_SU_01,NO2,83.7860850069126,2035
02_SU_01,NO2,86.8196312285767,2040
02_SU_01,NO2,82.21345429049549,2045
02_SU_01,NO2,68.5063019982379,2050
02_SU_01,NO3,57.6627203447073,2030
02_SU_01,NO3,79.5897742715154,2035
02_SU_01,NO3,83.7526718047228,2040
02_SU_01,NO3,80.5691852999163,2045
02_SU_01,NO3,60.9972914572718,2050
02_SU_01,NO4,56.509466040768906,2030
02_SU_01,NO4,79.58977412290339,2035
02_SU_01,NO4,83.7526716074428,2040
02_SU_01,NO4,81.4128342691872,2045
02_SU_01,NO4,59.77734586085241,2050
02_SU_01,NO5,58.839506928215805,2030
02_SU_01,NO5,80.8434889389994,2035
02_SU_01,NO5,84.09971200468729,2040
02_SU_01,NO5,80.5691851183701,2045
02_SU_01,NO5,65.7934524417391,2050
02_SU_02,NO1,59.769726698161605,2030
02_SU_02,NO1,81.8168150259772,2035
02_SU_02,NO1,85.6018205307181,2040
02_SU_02,NO1,82.0938861300047,2045
02_SU_02,NO1,67.1361759252875,2050
02_SU_02,NO2,60.989515046057704,2030
